rescue_candidate	mapping_hit	sam_flag	hit_POS_MLprob	candidate_structural_category	rescue_result	exclusion_reason	best_match_for_candidate	best_match_id
PB.52989.2	PB.52989.1	256	0.856	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.52989.2	PB.52989.3	256	0.966	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.52989.2	PB.60675.1	256	0.966	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	ENST00000248924.11	0	0.928	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	PB.60675.2	256	0.976	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	PB.60675.1	256	0.966	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	PB.52989.3	256	0.966	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	ENST00000323205.10	256	0.85	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.15770.1	PB.60675.3	256	0.99	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.60675.3
PB.75757.1	PB.60675.3	0	0.99	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.60675.3
PB.75757.1	ENST00000248924.11	256	0.928	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.75757.1	PB.60675.2	256	0.976	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.75757.1	PB.52989.1	256	0.856	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.75757.1	PB.60675.1	256	0.966	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.75757.1	PB.52989.3	256	0.966	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.68285.1	PB.52989.1	0	0.856	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.68285.1	PB.60675.3	256	0.99	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.60675.3
PB.68285.1	ENST00000248924.11	256	0.928	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.68285.1	PB.60675.2	256	0.976	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.68285.1	PB.52989.3	256	0.966	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.60675.3
PB.75758.1	PB.23069.2	0	0.75	incomplete-splice_match	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.75758.1	ENST00000215941.9	256	0.924	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.45466.1	ENST00000215941.9	0	0.924	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.45466.1	PB.23069.2	256	0.75	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.37920.1	ENST00000215941.9	0	0.924	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.37920.1	PB.23069.2	256	0.75	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.30463.1	ENST00000215941.9	0	0.924	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.30463.1	PB.23069.2	256	0.75	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.164592.1	ENST00000215941.9	0	0.924	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.164592.1	PB.23069.2	256	0.75	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.15771.1	PB.23069.2	0	0.75	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.15771.1	ENST00000215941.9	256	0.924	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.60676.1	ENST00000215941.9	0	0.924	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.60676.1	PB.23069.2	256	0.75	incomplete-splice_match	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.30463.2	ENST00000215941.9	0	0.924	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000215941.9
PB.30463.2	PB.23069.2	256	0.75	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000215941.9
PB.30464.2	ENST00000624234.3	0	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.2	ENST00000412331.6	256	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.2	PB.37921.1	256	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.30464.2	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.2	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.2	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.23070.1	PB.37921.1	0	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.23070.1	ENST00000624234.3	256	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.23070.1	ENST00000412331.6	256	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.23070.1	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.23070.1	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.23070.1	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.2	ENST00000412331.6	0	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.2	PB.37921.1	256	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.45467.2	ENST00000624234.3	256	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.2	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.2	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.2	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.3	ENST00000412331.6	0	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.3	PB.37921.1	256	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.45467.3	ENST00000624234.3	256	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.3	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.3	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.45467.3	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.3	PB.37921.1	0	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.30464.3	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.3	ENST00000624234.3	256	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.3	ENST00000412331.6	256	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.3	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.30464.3	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.68286.1	PB.37921.1	0	0.978	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37921.1
PB.68286.1	ENST00000624234.3	256	0.89	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.68286.1	ENST00000652021.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.68286.1	PB.45467.4	256	0.958	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.68286.1	ENST00000412331.6	256	0.878	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.68286.1	PB.45467.1	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37921.1
PB.150565.2	NA	4	NA	novel_not_in_catalog	not_rescued	ML_probability	unknown	unknown
PB.83194.1	PB.37922.1	0	0.746	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.88820.1
PB.83194.1	ENST00000215957.10	256	0.924	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.88820.1
PB.83194.1	PB.52991.1	256	0.736	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.88820.1
PB.83194.1	PB.150566.1	256	0.786	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.88820.1
PB.83194.1	PB.88820.1	256	0.98	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.88820.1
PB.83194.1	PB.88820.2	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.88820.1
PB.111638.1	ENST00000442738.7	0	0.874	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.111638.1	PB.103772.1	256	0.848	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.111638.1	ENST00000470701.1	256	0.296	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.111638.1	PB.111638.2	256	0.972	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.111638.2
PB.118965.1	ENST00000470701.1	0	0.296	incomplete-splice_match	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.118965.1	ENST00000442738.7	256	0.874	incomplete-splice_match	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.118965.1	PB.103772.1	256	0.848	incomplete-splice_match	not_rescued	ML_probability	long_read_transcript	PB.111638.2
PB.118965.1	PB.111638.2	256	0.972	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.111638.2
PB.150567.1	ENST00000360880.6	0	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.1	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.150567.1	ENST00000396884.8	256	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.1	PB.164593.1	256	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.30467.1	PB.164593.1	0	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.30467.1	ENST00000360880.6	256	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.30467.1	PB.37923.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.30467.1	ENST00000396884.8	256	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.30467.1	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.150567.2	ENST00000360880.6	0	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.2	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.150567.2	ENST00000396884.8	256	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.2	PB.164593.1	256	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.2	PB.37923.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.68287.1	PB.164593.1	0	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.68287.1	ENST00000360880.6	256	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.68287.1	PB.37923.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.68287.1	ENST00000396884.8	256	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.68287.1	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.23072.2	ENST00000396884.8	0	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.23072.2	PB.37923.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.23072.2	PB.164593.1	256	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.23072.2	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.23072.2	ENST00000360880.6	256	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.4	ENST00000396884.8	0	0.936	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.4	PB.150567.3	256	0.998	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.150567.3
PB.150567.4	ENST00000360880.6	256	0.362	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.150567.4	PB.164593.1	256	0.968	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.150567.3
PB.83198.1	NA	4	NA	incomplete-splice_match	not_rescued	ML_probability	unknown	unknown
PB.96170.1	NA	4	NA	novel_not_in_catalog	not_rescued	ML_probability	unknown	unknown
PB.164594.1	PB.23075.1	0	0.99	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37924.2
PB.164594.1	ENST00000356976.8	256	0.948	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37924.2
PB.164594.1	PB.157482.1	256	0.856	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37924.2
PB.164594.1	PB.30469.1	256	0.81	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37924.2
PB.164594.1	PB.37924.2	256	0.996	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.37924.2
PB.164594.1	ENST00000404072.7	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.37924.2
PB.83199.1	PB.23076.1	0	0.93	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.23076.1
PB.83199.1	ENST00000381669.8	256	0.782	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.23076.1
PB.124821.1	PB.137374.1	0	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.124821.1	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.124821.1	ENST00000332509.8	256	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.124821.1	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.124821.1	PB.137374.2	256	0.92	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.124821.1	ENST00000402064.5	256	0.612	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.130903.1	ENST00000332509.8	0	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.130903.1	PB.137374.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.130903.1	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.130903.1	PB.137374.3	256	0.866	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.130903.1	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.130903.1	PB.137374.2	256	0.92	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.88822.1	ENST00000332509.8	0	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.1	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.1	PB.137374.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.1	PB.137374.3	256	0.866	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.88822.1	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.1	PB.137374.2	256	0.92	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.88822.4	ENST00000332509.8	0	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.4	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.4	PB.137374.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.4	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.2
PB.88822.4	PB.137374.3	256	0.866	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.88822.4	PB.137374.2	256	0.92	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.2
PB.88822.2	ENST00000332509.8	0	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.2	PB.137374.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.2	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.2	PB.137374.3	256	0.866	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.3
PB.88822.2	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.2	ENST00000402064.5	256	0.612	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.3	ENST00000332509.8	0	0.638	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.3	ENST00000663895.1	256	0.664	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.3	PB.137374.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.3	PB.137374.3	256	0.866	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.137374.3
PB.88822.3	ENST00000335539.7	256	0.57	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.88822.3	ENST00000402064.5	256	0.612	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.137374.3
PB.45470.1	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.45470.1	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.45470.1	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.45470.1	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.1	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.1	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.1	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.1	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.1	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.1	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.3	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.3	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.3	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.3	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.3	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.3	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	PB.45470.2	0	NA	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	PB.150568.1	256	0.764	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.2	PB.124822.2	256	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.4	ENST00000361906.8	0	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.4	PB.124822.2	256	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.4	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.4	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.4	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.4	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.5	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.5	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.5	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.5	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.5	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.5	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.130904.2	PB.124822.2	0	0.992	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.130904.2	ENST00000361906.8	256	0.922	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.130904.2	PB.88823.1	256	0.59	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.130904.2	ENST00000361684.8	256	0.314	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.130904.2	PB.130904.1	256	0.824	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.130904.2	PB.137375.1	256	0.804	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.6	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.6	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.6	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.6	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.6	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.6	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.7	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.7	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.7	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.7	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.7	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.7	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.8	ENST00000361906.8	0	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.8	PB.124822.2	256	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.124822.8	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.8	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.8	PB.130904.1	256	0.824	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.124822.8	PB.137375.1	256	0.804	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.4	PB.124822.2	0	0.992	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124822.2
PB.60681.4	ENST00000361906.8	256	0.922	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.4	PB.88823.1	256	0.59	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.60681.4	ENST00000361684.8	256	0.314	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124822.2
PB.150569.1	PB.143890.1	0	0.796	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.150569.2
PB.150569.1	PB.150569.2	256	0.968	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.150569.2
